Locality,Type of property,Subtype of property,Price,Type of sale,Bedrooms,Living area,Kitchen type,Furnished,How many fireplaces?,Terrace surface,Garden surface,Surface of the plot,Number of frontages,Swimming pool,Building condition
7190,HOUSE,VILLA,599000,sale,4,295,INSTALLED,False,1,20,2200,295,4,False,GOOD
9400,HOUSE,HOUSE,620343,sale,3,200,HYPER_EQUIPPED,,False,False,False,200,False,False,GOOD
1760,HOUSE,HOUSE,664110,sale,3,160,HYPER_EQUIPPED,,False,False,False,160,False,False,GOOD
3660,HOUSE,HOUSE,405000,sale,3,182,INSTALLED,,False,20,False,182,False,False,GOOD
3660,HOUSE,HOUSE,358667,sale,2,151,INSTALLED,,False,20,False,151,False,False,GOOD
3660,HOUSE,HOUSE,405000,sale,3,182,INSTALLED,,False,20,False,182,False,False,GOOD
3800,APARTMENT,APARTMENT,395000,sale,2,131,HYPER_EQUIPPED,False,False,False,False,131,2,False,False
1950,HOUSE,VILLA,700000,sale,6,450,NOT_INSTALLED,,False,18,400,450,4,False,GOOD
8880,APARTMENT,APARTMENT,225000,sale,2,100,False,,False,11,False,100,False,False,GOOD
8700,HOUSE,HOUSE,598000,sale,3,214,False,False,False,False,False,214,4,False,False
8700,HOUSE,HOUSE,525000,sale,4,265,False,False,False,False,False,265,4,False,False
1460,HOUSE,HOUSE,475000,sale,3,166,False,False,False,False,False,166,3,False,GOOD
1602,APARTMENT,GROUND_FLOOR,195000,sale,3,78,False,False,False,False,False,78,2,False,False
1853,APARTMENT,APARTMENT,295000,sale,2,85,False,False,False,9,False,85,2,False,False
2630,HOUSE,HOUSE,350000,sale,3,133,False,False,False,False,False,133,2,False,False
1800,APARTMENT,APARTMENT,149900,sale,1,96,HYPER_EQUIPPED,False,False,37,False,96,2,False,False
1860,HOUSE,HOUSE,575000,sale,3,149,False,False,False,False,False,149,3,False,False
1150,APARTMENT,DUPLEX,445000,sale,2,110,HYPER_EQUIPPED,False,False,6,False,110,2,False,JUST_RENOVATED
6040,HOUSE,HOUSE,159000,sale,4,150,INSTALLED,False,False,40,150,150,2,False,TO_BE_DONE_UP
1760,HOUSE,VILLA,365000,sale,3,151,SEMI_EQUIPPED,False,False,False,False,151,4,False,TO_RENOVATE
9800,HOUSE,HOUSE,423400,sale,3,132,HYPER_EQUIPPED,False,False,False,False,132,3,False,GOOD
9800,HOUSE,HOUSE,421900,sale,3,132,HYPER_EQUIPPED,False,False,False,False,132,3,False,GOOD
9800,HOUSE,VILLA,597000,sale,3,192,HYPER_EQUIPPED,False,False,False,False,192,4,False,GOOD
9800,HOUSE,HOUSE,381000,sale,3,123,HYPER_EQUIPPED,False,False,False,False,123,2,False,GOOD
9040,HOUSE,HOUSE,480000,sale,3,136,INSTALLED,False,False,False,177,136,3,False,False
8420,HOUSE,HOUSE,695000,sale,4,93,INSTALLED,,False,False,False,93,False,False,GOOD
9040,HOUSE,HOUSE,480000,sale,3,136,INSTALLED,False,False,False,177,136,3,False,False
1090,HOUSE,HOUSE,425000,sale,3,126,HYPER_EQUIPPED,False,False,26,100,126,3,False,GOOD
2550,HOUSE,VILLA,849000,sale,5,328,HYPER_EQUIPPED,,False,False,2260,328,4,False,TO_BE_DONE_UP
2288,HOUSE,VILLA,895000,sale,5,472,INSTALLED,,False,False,False,472,4,False,AS_NEW
9000,HOUSE,VILLA,1595000,sale,8,468,INSTALLED,,False,False,False,468,False,False,TO_RENOVATE
9040,HOUSE,HOUSE,480000,sale,3,135,INSTALLED,False,False,False,177,135,3,False,False
9040,HOUSE,HOUSE,485000,sale,3,135,INSTALLED,False,False,False,230,135,3,False,False
9960,HOUSE,HOUSE,210000,sale,2,False,False,,False,False,False,False,False,False,TO_BE_DONE_UP
6183,HOUSE,HOUSE,75000,sale,2,False,False,,False,False,False,False,False,False,TO_RENOVATE
8400,HOUSE,VILLA,365000,sale,3,False,INSTALLED,,1,1,1,False,4,False,GOOD
6940,HOUSE,HOUSE,280000,sale,4,168,False,,False,False,False,168,False,False,TO_BE_DONE_UP
3840,HOUSE,HOUSE,289000,sale,4,232,False,,False,False,False,232,False,False,JUST_RENOVATED
1851,HOUSE,MIXED_USE_BUILDING,585000,sale,6,629,SEMI_EQUIPPED,False,False,False,False,629,3,False,TO_RENOVATE
9700,HOUSE,HOUSE,298000,sale,4,197,False,,False,False,False,197,2,False,False
1750,HOUSE,HOUSE,299000,sale,3,138,INSTALLED,False,False,10,False,138,3,False,TO_BE_DONE_UP
8470,HOUSE,HOUSE,380000,sale,2,126,False,,False,False,False,126,4,False,AS_NEW
1640,HOUSE,VILLA,975000,sale,9,465,HYPER_EQUIPPED,False,False,30,1400,465,4,False,GOOD
1040,HOUSE,HOUSE,1095000,sale,3,400,INSTALLED,False,False,5,70,400,2,False,GOOD
1420,HOUSE,VILLA,975000,sale,9,465,HYPER_EQUIPPED,False,False,30,1400,465,4,False,GOOD
2650,HOUSE,MANSION,549000,sale,4,212,False,,False,15,80,212,4,False,GOOD
1861,HOUSE,HOUSE,575000,sale,3,158,False,False,False,False,False,158,3,False,False
6180,HOUSE,HOUSE,129000,sale,2,152,SEMI_EQUIPPED,,False,False,700,152,3,False,TO_RENOVATE
2018,HOUSE,MANSION,1395000,sale,7,460,HYPER_EQUIPPED,False,False,35,95,460,2,False,AS_NEW
9800,HOUSE,VILLA,586500,sale,3,192,HYPER_EQUIPPED,False,False,False,False,192,4,False,GOOD
9800,HOUSE,VILLA,599500,sale,3,181,HYPER_EQUIPPED,False,False,False,False,181,4,False,GOOD
9800,HOUSE,HOUSE,410400,sale,3,123,HYPER_EQUIPPED,False,False,False,False,123,3,False,GOOD
9800,HOUSE,HOUSE,423400,sale,3,132,HYPER_EQUIPPED,False,False,False,False,132,3,False,GOOD
9800,HOUSE,VILLA,485000,sale,3,132,HYPER_EQUIPPED,False,False,False,False,132,4,False,GOOD
3270,APARTMENT,APARTMENT,282000,sale,2,88,INSTALLED,,False,16,False,88,False,False,GOOD
2000,APARTMENT,APARTMENT,1180000,sale,2,197,INSTALLED,,False,False,False,197,False,False,GOOD
3270,APARTMENT,APARTMENT,207000,sale,1,63,INSTALLED,,False,17,False,63,False,False,GOOD
3270,APARTMENT,APARTMENT,359000,sale,3,105,INSTALLED,,False,22,False,105,False,False,GOOD
3270,APARTMENT,APARTMENT,298000,sale,2,93,INSTALLED,,False,19,False,93,False,False,GOOD
3360,HOUSE,HOUSE,598000,sale,4,183,INSTALLED,,False,False,False,183,False,False,GOOD
1030,HOUSE,MANSION,1150000,sale,5,427,False,,False,False,False,427,False,False,GOOD
1000,HOUSE,MANSION,1150000,sale,5,427,False,,False,False,False,427,False,False,GOOD
3000,HOUSE,HOUSE,600000,sale,2,120,False,,False,False,False,120,False,False,TO_RENOVATE
3360,HOUSE,VILLA,1050000,sale,4,480,False,,False,40,False,480,False,False,TO_BE_DONE_UP
1200,APARTMENT,APARTMENT,320000,sale,2,80,SEMI_EQUIPPED,,False,False,False,80,False,False,TO_BE_DONE_UP
9255,HOUSE,COUNTRY_COTTAGE,950000,sale,4,479,INSTALLED,,False,42,2100,479,4,False,GOOD
9600,HOUSE,HOUSE,125000,sale,2,145,INSTALLED,False,False,10,False,145,2,False,TO_BE_DONE_UP
4100,HOUSE,MIXED_USE_BUILDING,129000,sale,4,198,SEMI_EQUIPPED,False,False,16,242,198,2,False,GOOD
4102,HOUSE,HOUSE,109500,sale,2,105,NOT_INSTALLED,False,False,False,False,105,2,False,TO_BE_DONE_UP
4020,HOUSE,HOUSE,149000,sale,4,151,NOT_INSTALLED,,False,36,192,151,2,False,GOOD
1150,HOUSE,HOUSE,1030000,sale,5,350,NOT_INSTALLED,False,False,24,False,350,2,False,GOOD
4100,HOUSE,MIXED_USE_BUILDING,215000,sale,4,218,NOT_INSTALLED,False,False,38,False,218,2,False,GOOD
9860,HOUSE,HOUSE,399000,sale,3,192,INSTALLED,,False,False,False,192,4,False,TO_BE_DONE_UP
6852,HOUSE,HOUSE,89000,sale,2,95,NOT_INSTALLED,False,False,False,10,95,3,False,TO_RENOVATE
9660,HOUSE,HOUSE,159000,sale,3,184,INSTALLED,False,False,False,230,184,2,False,TO_RENOVATE
4460,HOUSE,HOUSE,149000,sale,2,74,NOT_INSTALLED,,False,11,460,74,2,False,TO_RESTORE
6850,HOUSE,HOUSE,169000,sale,3,141,NOT_INSTALLED,,False,False,False,141,4,False,GOOD
9260,HOUSE,HOUSE,169000,sale,3,122,False,,False,False,93,122,2,False,TO_BE_DONE_UP
4690,HOUSE,HOUSE,185000,sale,2,63,INSTALLED,False,False,False,225,63,2,False,AS_NEW
9600,HOUSE,HOUSE,185000,sale,4,180,SEMI_EQUIPPED,,False,6,150,180,2,False,TO_RENOVATE
9600,HOUSE,HOUSE,175000,sale,4,194,SEMI_EQUIPPED,False,False,20,100,194,2,False,TO_BE_DONE_UP
4000,HOUSE,HOUSE,175000,sale,3,146,INSTALLED,,False,15,25,146,2,False,TO_BE_DONE_UP
4500,HOUSE,HOUSE,170000,sale,2,113,NOT_INSTALLED,,False,False,340,113,2,False,TO_BE_DONE_UP
4101,HOUSE,MIXED_USE_BUILDING,189000,sale,3,200,NOT_INSTALLED,False,False,False,False,200,2,False,JUST_RENOVATED
9200,HOUSE,HOUSE,189000,sale,3,116,SEMI_EQUIPPED,,False,False,False,116,2,False,TO_RENOVATE
5300,HOUSE,HOUSE,190000,sale,3,150,SEMI_EQUIPPED,,False,False,1374,150,3,False,TO_BE_DONE_UP
4040,HOUSE,HOUSE,195000,sale,3,109,INSTALLED,,False,17,164,109,3,False,TO_BE_DONE_UP
9170,HOUSE,HOUSE,190000,sale,2,125,SEMI_EQUIPPED,,False,15,False,125,2,False,TO_BE_DONE_UP
4100,HOUSE,HOUSE,209000,sale,3,123,INSTALLED,,False,17,77,123,2,False,JUST_RENOVATED
4480,HOUSE,HOUSE,199000,sale,3,104,SEMI_EQUIPPED,,False,10,255,104,3,False,GOOD
5570,HOUSE,COUNTRY_COTTAGE,195000,sale,3,139,SEMI_EQUIPPED,True,False,False,False,139,4,False,TO_RENOVATE
2830,HOUSE,HOUSE,199000,sale,3,168,SEMI_EQUIPPED,,False,False,False,168,2,False,TO_RENOVATE
7912,HOUSE,HOUSE,195000,sale,5,239,SEMI_EQUIPPED,False,False,25,500,239,2,False,GOOD
1200,APARTMENT,APARTMENT,320000,sale,2,80,SEMI_EQUIPPED,,False,False,False,80,False,False,TO_BE_DONE_UP
6940,HOUSE,HOUSE,199000,sale,5,180,NOT_INSTALLED,False,False,18,390,180,3,False,TO_BE_DONE_UP
9220,HOUSE,HOUSE,349000,sale,4,159,HYPER_EQUIPPED,,False,30,150,159,2,False,GOOD
2000,APARTMENT,APARTMENT,319000,sale,2,95,HYPER_EQUIPPED,False,False,2,False,95,2,False,False
4030,HOUSE,HOUSE,150000,sale,3,156,NOT_INSTALLED,,False,20,170,156,2,False,TO_RENOVATE
9000,HOUSE,MANOR_HOUSE,395000,sale,5,205,INSTALLED,,False,False,False,205,1,False,GOOD
9980,HOUSE,HOUSE,435000,sale,4,175,INSTALLED,,False,False,109,175,3,False,GOOD
9900,APARTMENT,GROUND_FLOOR,179000,sale,1,92,INSTALLED,,False,False,False,92,False,False,GOOD
8000,HOUSE,HOUSE,309000,sale,4,False,False,,False,False,200,False,False,False,GOOD
9980,APARTMENT,PENTHOUSE,475000,sale,4,175,INSTALLED,,False,26,False,175,3,False,GOOD
9980,APARTMENT,APARTMENT,320000,sale,2,116,INSTALLED,,False,11,False,116,2,False,GOOD
9980,HOUSE,HOUSE,375000,sale,4,148,INSTALLED,,False,False,75,148,False,False,GOOD
9980,APARTMENT,GROUND_FLOOR,305000,sale,2,100,INSTALLED,,False,False,112,100,3,False,GOOD
9980,HOUSE,HOUSE,380000,sale,4,148,INSTALLED,,False,False,75,148,3,False,GOOD
9968,HOUSE,HOUSE,250000,sale,2,135,INSTALLED,,False,False,False,135,False,False,AS_NEW
8620,APARTMENT,APARTMENT,675000,sale,2,70,INSTALLED,,False,False,False,70,False,False,JUST_RENOVATED
1190,APARTMENT,DUPLEX,875000,sale,2,220,NOT_INSTALLED,False,False,False,False,220,False,False,GOOD
1190,APARTMENT,DUPLEX,895000,sale,4,223,NOT_INSTALLED,False,False,False,False,223,False,False,GOOD
9570,HOUSE,HOUSE,305000,sale,3,229,False,,False,False,False,229,False,False,TO_RENOVATE
6840,HOUSE,HOUSE,215000,sale,3,107,INSTALLED,False,False,False,196,107,2,False,GOOD
3118,HOUSE,HOUSE,225000,sale,3,125,False,,False,False,False,125,4,False,TO_BE_DONE_UP
6747,HOUSE,HOUSE,210000,sale,2,283,SEMI_EQUIPPED,False,False,False,450,283,2,False,TO_BE_DONE_UP
6929,HOUSE,HOUSE,229000,sale,6,False,INSTALLED,,False,10,266,False,4,False,JUST_RENOVATED
6840,HOUSE,HOUSE,215000,sale,3,107,INSTALLED,False,False,False,201,107,3,False,GOOD
2830,HOUSE,HOUSE,225000,sale,3,125,INSTALLED,,False,14,False,125,2,False,GOOD
6840,HOUSE,HOUSE,225000,sale,3,164,INSTALLED,False,False,False,187,164,2,False,GOOD
4920,HOUSE,HOUSE,210000,sale,3,116,INSTALLED,,False,False,360,116,3,False,GOOD
4400,HOUSE,HOUSE,215000,sale,2,75,SEMI_EQUIPPED,,False,13,65,75,4,False,JUST_RENOVATED
6840,HOUSE,HOUSE,225000,sale,3,196,INSTALLED,False,False,False,196,196,3,False,GOOD
4610,HOUSE,HOUSE,235000,sale,5,185,INSTALLED,,False,43,False,185,3,False,JUST_RENOVATED
2850,HOUSE,HOUSE,239000,sale,3,146,INSTALLED,,False,False,False,146,3,False,GOOD
4400,HOUSE,HOUSE,239000,sale,5,220,SEMI_EQUIPPED,,False,65,300,220,3,False,TO_RENOVATE
1350,HOUSE,HOUSE,249000,sale,3,200,NOT_INSTALLED,,False,False,10,200,4,False,TO_RENOVATE
6760,HOUSE,APARTMENT_BLOCK,250000,sale,5,270,SEMI_EQUIPPED,,False,False,False,270,3,False,GOOD
9620,HOUSE,HOUSE,249000,sale,3,91,INSTALLED,,False,False,False,91,2,False,GOOD
6950,HOUSE,HOUSE,249000,sale,4,143,INSTALLED,False,False,False,200,143,4,False,AS_NEW
4100,HOUSE,TOWN_HOUSE,249000,sale,2,116,SEMI_EQUIPPED,,False,False,412,116,4,False,TO_BE_DONE_UP
6061,HOUSE,HOUSE,250000,sale,3,170,SEMI_EQUIPPED,,False,False,False,170,3,False,GOOD
9220,HOUSE,HOUSE,254000,sale,3,165,INSTALLED,,False,False,False,165,2,False,GOOD
9000,HOUSE,HOUSE,270000,sale,3,137,NOT_INSTALLED,,False,False,False,137,2,False,TO_RENOVATE
5140,HOUSE,HOUSE,265000,sale,3,136,SEMI_EQUIPPED,,False,False,False,136,4,False,GOOD
4480,HOUSE,HOUSE,259000,sale,3,120,SEMI_EQUIPPED,,False,18,72,120,2,False,GOOD
9140,HOUSE,HOUSE,259000,sale,2,119,INSTALLED,,False,14,False,119,2,False,GOOD
6951,HOUSE,HOUSE,269000,sale,4,250,SEMI_EQUIPPED,False,False,38,False,250,4,False,TO_RENOVATE
4500,HOUSE,MIXED_USE_BUILDING,279000,sale,3,170,SEMI_EQUIPPED,,False,8,189,170,2,False,GOOD
4000,HOUSE,HOUSE,279000,sale,5,172,INSTALLED,False,False,35,False,172,3,False,GOOD
1330,HOUSE,HOUSE,275000,sale,2,100,INSTALLED,False,False,24,157,100,3,False,TO_RENOVATE
1470,HOUSE,HOUSE,280000,sale,4,240,NOT_INSTALLED,False,False,22,568,240,3,False,TO_RENOVATE
9770,HOUSE,HOUSE,380000,sale,3,202,False,,False,False,False,202,False,False,False
8420,APARTMENT,APARTMENT,224000,sale,1,60,INSTALLED,,False,False,False,60,False,False,GOOD
1300,APARTMENT,APARTMENT,260000,sale,2,90,INSTALLED,False,False,False,False,90,False,False,AS_NEW
1780,HOUSE,APARTMENT_BLOCK,665000,sale,2,445,INSTALLED,,False,1,False,445,False,False,GOOD
9000,HOUSE,HOUSE,265000,sale,4,150,INSTALLED,,False,False,False,150,False,False,GOOD
9940,HOUSE,HOUSE,350000,sale,2,122,INSTALLED,,False,False,144,122,False,False,GOOD
2590,HOUSE,MIXED_USE_BUILDING,299000,sale,0,False,INSTALLED,,False,False,False,False,False,False,JUST_RENOVATED
9800,APARTMENT,APARTMENT,215000,sale,2,73,INSTALLED,,False,False,False,73,False,False,GOOD
9800,HOUSE,HOUSE,344500,sale,3,False,INSTALLED,,False,False,False,False,False,False,GOOD
1150,APARTMENT,GROUND_FLOOR,475000,sale,2,120,False,False,False,False,False,120,False,False,AS_NEW
1460,HOUSE,HOUSE,440000,sale,3,130,False,False,False,False,False,130,3,False,GOOD
2830,HOUSE,HOUSE,585000,sale,3,283,INSTALLED,,False,False,False,283,4,False,GOOD
2600,APARTMENT,GROUND_FLOOR,240000,sale,2,75,INSTALLED,,False,42,False,75,False,False,False
1600,APARTMENT,APARTMENT,249000,sale,2,85,INSTALLED,,False,2,False,85,False,False,GOOD
1325,HOUSE,HOUSE,818000,sale,3,220,False,,False,False,False,220,4,False,False
1390,HOUSE,HOUSE,818000,sale,3,220,False,,False,False,False,220,4,False,False
9300,HOUSE,HOUSE,310000,sale,3,193,INSTALLED,,False,36,False,193,2,False,GOOD
4432,HOUSE,HOUSE,320000,sale,3,468,SEMI_EQUIPPED,,False,False,588,468,3,False,TO_BE_DONE_UP
9040,HOUSE,HOUSE,325000,sale,2,133,SEMI_EQUIPPED,,False,False,False,133,2,False,GOOD
4610,HOUSE,HOUSE,295000,sale,3,139,INSTALLED,,False,False,762,139,4,False,GOOD
4400,HOUSE,HOUSE,320000,sale,4,110,INSTALLED,,False,30,435,110,3,False,JUST_RENOVATED
6900,HOUSE,HOUSE,329000,sale,4,261,INSTALLED,,False,29,964,261,4,False,GOOD
9185,HOUSE,HOUSE,329000,sale,3,174,INSTALLED,False,False,15,179,174,2,False,GOOD
1800,HOUSE,HOUSE,299000,sale,3,120,HYPER_EQUIPPED,False,False,6,False,120,2,False,GOOD
8500,HOUSE,MANSION,337500,sale,4,224,False,,False,30,False,224,False,False,TO_RENOVATE
7890,HOUSE,VILLA,339500,sale,4,185,SEMI_EQUIPPED,False,False,40,800,185,4,False,GOOD
4683,HOUSE,HOUSE,349000,sale,5,129,INSTALLED,,False,False,323,129,3,False,GOOD
9340,HOUSE,HOUSE,349000,sale,4,189,HYPER_EQUIPPED,False,False,False,280,189,2,False,JUST_RENOVATED
9420,HOUSE,HOUSE,349500,sale,2,150,HYPER_EQUIPPED,,False,65,230,150,3,False,AS_NEW
2310,HOUSE,HOUSE,359000,sale,2,201,False,,False,False,False,201,3,False,AS_NEW
6990,HOUSE,HOUSE,359000,sale,5,226,INSTALLED,False,1,50,1895,226,4,False,GOOD
2310,HOUSE,HOUSE,359000,sale,5,193,False,,False,False,False,193,4,False,AS_NEW
1400,HOUSE,HOUSE,350000,sale,3,217,HYPER_EQUIPPED,False,False,53,775,217,3,False,GOOD
9600,HOUSE,HOUSE,359500,sale,3,166,HYPER_EQUIPPED,,False,50,300,166,4,False,GOOD
1654,HOUSE,HOUSE,369000,sale,3,130,False,,False,False,125,130,3,False,AS_NEW
2310,HOUSE,HOUSE,365000,sale,2,203,False,,False,False,False,203,3,False,AS_NEW
4100,HOUSE,HOUSE,369000,sale,3,144,HYPER_EQUIPPED,False,False,27,102,144,3,False,GOOD
6760,HOUSE,HOUSE,370000,sale,4,209,INSTALLED,,False,False,False,209,2,False,GOOD
9230,HOUSE,HOUSE,370000,sale,4,463,NOT_INSTALLED,,False,False,False,463,2,False,TO_RENOVATE
9050,HOUSE,HOUSE,369000,sale,4,140,HYPER_EQUIPPED,,False,False,28,140,2,False,GOOD
1400,HOUSE,HOUSE,385000,sale,3,136,INSTALLED,,1,False,450,136,4,False,GOOD
3000,HOUSE,HOUSE,375000,sale,2,78,INSTALLED,,False,False,False,78,3,False,JUST_RENOVATED
3018,HOUSE,HOUSE,375000,sale,2,78,INSTALLED,,False,False,False,78,3,False,JUST_RENOVATED
3960,HOUSE,HOUSE,395000,sale,3,198,INSTALLED,,False,False,False,198,4,False,GOOD
8510,HOUSE,HOUSE,482141,sale,3,False,HYPER_EQUIPPED,,False,False,False,False,False,False,GOOD
4341,HOUSE,VILLA,1750000,sale,4,210,HYPER_EQUIPPED,,False,85,False,210,False,False,AS_NEW
4040,HOUSE,HOUSE,190000,sale,2,130,SEMI_EQUIPPED,False,False,False,120,130,3,False,TO_BE_DONE_UP
1460,HOUSE,HOUSE,440000,sale,3,130,False,False,False,False,False,130,3,False,GOOD
3700,APARTMENT,APARTMENT,149000,sale,2,93,SEMI_EQUIPPED,,False,False,False,93,2,False,TO_BE_DONE_UP
3700,APARTMENT,APARTMENT,69000,sale,1,45,NOT_INSTALLED,,False,10,False,45,False,False,TO_RENOVATE
2260,HOUSE,VILLA,635000,sale,4,285,False,,False,40,2337,285,4,False,AS_NEW
8301,APARTMENT,APARTMENT,195000,sale,1,43,INSTALLED,,False,8,False,43,False,False,GOOD
9140,HOUSE,HOUSE,595000,sale,3,244,HYPER_EQUIPPED,,False,False,False,244,3,False,AS_NEW
8301,HOUSE,VILLA,990000,sale,4,353,INSTALLED,,False,219,219,353,4,False,GOOD
3010,HOUSE,HOUSE,435000,sale,3,180,INSTALLED,,False,8,False,180,False,False,False
8430,HOUSE,HOUSE,350000,sale,3,76,INSTALLED,,False,False,False,76,False,False,GOOD
1460,HOUSE,HOUSE,470000,sale,4,186,False,False,False,False,False,186,3,False,GOOD
4040,HOUSE,MIXED_USE_BUILDING,399000,sale,2,729,INSTALLED,,False,False,101,729,2,False,GOOD
8400,HOUSE,HOUSE,389000,sale,3,180,HYPER_EQUIPPED,,False,False,50,180,False,False,GOOD
2160,HOUSE,HOUSE,399000,sale,4,144,INSTALLED,,False,20,225,144,3,False,GOOD
6990,HOUSE,HOUSE,399000,sale,5,262,INSTALLED,False,False,42,902,262,4,False,AS_NEW
2170,HOUSE,MIXED_USE_BUILDING,399900,sale,3,210,INSTALLED,False,False,False,False,210,2,False,GOOD
8000,HOUSE,HOUSE,385000,sale,2,84,HYPER_EQUIPPED,,False,11,False,84,2,False,JUST_RENOVATED
4300,HOUSE,HOUSE,399500,sale,3,180,INSTALLED,,False,False,False,180,4,False,AS_NEW
6940,HOUSE,HOUSE,399000,sale,5,262,INSTALLED,False,False,42,902,262,4,False,AS_NEW
6990,HOUSE,HOUSE,399000,sale,5,262,INSTALLED,False,False,42,902,262,4,False,AS_NEW
4052,HOUSE,HOUSE,410000,sale,4,254,INSTALLED,,False,35,580,254,4,False,AS_NEW
1200,HOUSE,HOUSE,400000,sale,3,150,SEMI_EQUIPPED,False,False,10,65,150,2,False,TO_RENOVATE
9270,HOUSE,HOUSE,419000,sale,4,240,INSTALLED,,False,False,1200,240,4,False,TO_BE_DONE_UP
1030,HOUSE,MIXED_USE_BUILDING,420000,sale,5,200,NOT_INSTALLED,False,False,12,False,200,2,False,TO_RENOVATE
1200,HOUSE,HOUSE,449000,sale,3,124,SEMI_EQUIPPED,False,False,False,116,124,3,False,TO_BE_DONE_UP
6120,HOUSE,HOUSE,445000,sale,4,150,HYPER_EQUIPPED,,False,35,False,150,4,False,GOOD
9770,HOUSE,HOUSE,449000,sale,4,236,INSTALLED,False,False,False,534,236,3,False,TO_RENOVATE
9860,HOUSE,HOUSE,445000,sale,2,106,False,False,False,False,False,106,4,False,TO_RENOVATE
2310,HOUSE,HOUSE,449000,sale,5,226,False,,False,False,False,226,4,False,AS_NEW
1640,HOUSE,BUNGALOW,465000,sale,3,106,SEMI_EQUIPPED,False,False,15,450,106,4,False,TO_BE_DONE_UP
2100,HOUSE,MIXED_USE_BUILDING,449900,sale,3,280,USA_HYPER_EQUIPPED,,1,False,70,280,2,False,GOOD
9451,HOUSE,OTHER_PROPERTY,474000,sale,3,356,HYPER_EQUIPPED,,False,False,False,356,2,False,GOOD
1330,HOUSE,HOUSE,475000,sale,5,210,INSTALLED,False,False,False,623,210,3,False,TO_BE_DONE_UP
1070,HOUSE,APARTMENT_BLOCK,479000,sale,4,210,SEMI_EQUIPPED,False,False,17,False,210,2,False,GOOD
9070,HOUSE,HOUSE,498000,sale,2,130,SEMI_EQUIPPED,,False,False,300,130,4,False,GOOD
1860,HOUSE,HOUSE,645000,sale,4,205,False,,False,False,False,205,False,False,JUST_RENOVATED
4217,HOUSE,HOUSE,545000,sale,4,420,NOT_INSTALLED,,False,False,False,420,3,False,GOOD
1840,HOUSE,HOUSE,525000,sale,3,175,SEMI_EQUIPPED,,False,20,False,175,4,False,GOOD
1325,HOUSE,HOUSE,575000,sale,4,141,SEMI_EQUIPPED,,1,60,1900,141,4,False,TO_BE_DONE_UP
9420,HOUSE,HOUSE,549000,sale,6,314,HYPER_EQUIPPED,,1,False,False,314,2,False,GOOD
8400,APARTMENT,APARTMENT,340000,sale,3,100,False,,False,False,False,100,False,False,TO_BE_DONE_UP
8840,APARTMENT,APARTMENT,184500,sale,1,65,INSTALLED,,False,False,False,65,False,False,GOOD
8610,APARTMENT,APARTMENT,211500,sale,1,73,INSTALLED,,False,35,False,73,False,False,GOOD
8610,APARTMENT,APARTMENT,262850,sale,2,83,INSTALLED,,False,47,False,83,False,False,GOOD
8840,HOUSE,HOUSE,395315,sale,3,155,INSTALLED,,False,False,False,155,False,False,GOOD
3800,HOUSE,HOUSE,200000,sale,3,False,False,,False,False,False,False,False,False,False
3830,HOUSE,HOUSE,300000,sale,5,False,False,,False,False,False,False,False,False,False
2540,APARTMENT,APARTMENT,299900,sale,2,94,INSTALLED,,False,25,False,94,2,False,GOOD
3800,HOUSE,HOUSE,245000,sale,3,160,False,,False,False,False,160,False,False,TO_RENOVATE
1410,HOUSE,HOUSE,1375000,sale,6,450,HYPER_EQUIPPED,,False,120,1000,450,4,False,AS_NEW
3090,HOUSE,HOUSE,630000,sale,4,238,INSTALLED,,False,28,False,238,3,False,AS_NEW
2610,HOUSE,HOUSE,895000,sale,5,363,INSTALLED,,False,34,156,363,2,False,GOOD
3052,HOUSE,VILLA,798000,sale,4,255,HYPER_EQUIPPED,False,False,60,False,255,4,False,False
2060,HOUSE,HOUSE,224500,sale,3,102,INSTALLED,,False,False,False,102,False,False,TO_RENOVATE
2200,HOUSE,HOUSE,275000,sale,4,125,False,,False,21,2300,125,3,False,TO_RENOVATE
2040,HOUSE,HOUSE,549000,sale,3,178,INSTALLED,,False,False,739,178,False,False,GOOD
8860,HOUSE,HOUSE,359000,sale,2,158,INSTALLED,,False,False,False,158,False,False,GOOD
3000,APARTMENT,KOT,225000,sale,1,20,INSTALLED,,False,False,False,20,False,False,JUST_RENOVATED
8560,HOUSE,HOUSE,265000,sale,3,110,INSTALLED,,False,False,False,110,False,False,JUST_RENOVATED
8720,APARTMENT,APARTMENT,235000,sale,2,115,INSTALLED,,False,False,False,115,False,False,GOOD
9000,HOUSE,HOUSE,580000,sale,3,230,INSTALLED,,False,False,False,230,4,False,TO_BE_DONE_UP
1200,HOUSE,HOUSE,595000,sale,5,192,NOT_INSTALLED,False,False,2,110,192,3,False,TO_RENOVATE
9041,HOUSE,HOUSE,580000,sale,3,230,INSTALLED,,False,False,False,230,4,False,TO_BE_DONE_UP
6760,HOUSE,HOUSE,585000,sale,7,330,INSTALLED,False,False,20,700,330,4,False,GOOD
1200,HOUSE,HOUSE,595000,sale,4,252,SEMI_EQUIPPED,False,False,12,125,252,2,False,TO_RENOVATE
2300,HOUSE,HOUSE,595000,sale,8,468,INSTALLED,,False,30,210,468,2,False,GOOD
1560,HOUSE,HOUSE,595000,sale,4,303,SEMI_EQUIPPED,,False,False,500,303,4,True,TO_BE_DONE_UP
